"full_name","class","e","a","i","om","w","ma","per","moid","moid_ld","pha","H","diameter","albedo","rot_per","epoch"
"       (2009 QC)",AMO,0.4828,2.11,6.85,154.74,150.17,117.60,1.12e+03,0.092,35.8,N,22.30,,,,2461000.5
"       (2009 QO)",AMO,0.4116,2.144,5.25,239.69,117.82,52.78,1.15e+03,0.272,106,N,20.05,,,,2461000.5
"       (2009 QR)",APO,0.2481,1.297,3.59,150.15,215.19,166.28,539,4.78e-05,0.0186,N,27.40,,,,2461000.5
"       (2009 QS)",APO,0.5951,2.111,8.22,326.28,287.40,125.22,1.12e+03,0.0418,16.2,N,22.00,,,,2461000.5
"       (2009 QT)",AMO,0.1994,1.333,12.52,318.42,327.73,231.03,562,0.0742,28.9,N,23.40,,,,2461000.5
"       (2009 QW1)",AMO,0.5433,2.692,18.77,132.20,173.99,4.87,1.61e+03,0.216,83.9,N,21.40,,,,2455064.5
"       (2009 QG2)",APO,0.5725,2.334,3.07,305.74,39.45,355.85,1.3e+03,0.0199,7.73,N,23.24,,,,2455064.5
"       (2009 QH2)",AMO,0.5045,2.333,4.74,240.89,104.30,195.82,1.3e+03,0.171,66.6,N,21.20,,,,2461000.5
"       (2009 QJ2)",AMO,0.4159,1.776,11.97,143.49,156.19,10.12,864,0.0444,17.3,N,23.50,,,,2455063.5
"       (2009 QL2)",AMO,0.5906,2.612,17.04,324.21,329.90,314.79,1.54e+03,0.0947,36.9,N,20.90,,,,2461000.5
"       (2009 QM5)",AMO,0.4119,2.113,3.33,171.12,136.05,114.72,1.12e+03,0.231,89.9,N,22.50,,,,2461000.5
"       (2009 QN5)",APO,0.8362,2.392,14.86,328.36,137.14,122.88,1.35e+03,0.117,45.5,N,19.38,,,,2461000.5
"       (2009 QH6)",APO,0.1879,1.06,14.28,323.74,104.43,246.11,399,0.00908,3.53,N,22.50,,,,2461000.5
"       (2009 QJ6)",AMO,0.2313,1.386,29.45,152.74,187.33,355.54,596,0.0562,21.9,N,22.60,,,,2455065.5
"       (2009 QQ8)",AMO,0.2030,1.485,27.30,155.40,151.70,9.12,661,0.193,75.1,N,21.32,,,,2461000.5
"       (2009 QR8)",AMO,0.4522,2.118,5.65,137.21,178.74,105.59,1.13e+03,0.145,56.6,N,21.80,,,,2461000.5
"       (2009 QJ9)",AMO,0.6204,2.718,19.27,157.77,202.23,213.72,1.64e+03,0.048,18.7,Y,19.27,,,,2461000.5
"       (2009 QK9)",APO,0.5409,1.832,14.24,156.48,240.01,177.35,906,0.00563,2.19,N,23.20,,,,2461000.5
"       (2009 QC23)",APO,0.5194,2.097,3.97,328.35,337.40,134.63,1.11e+03,0.0108,4.22,N,24.80,,,,2461000.5
"       (2009 QL32)",APO,0.6037,2.03,5.80,163.57,101.98,19.55,1.06e+03,0.0262,10.2,N,24.60,,,,2455078.5
"       (2009 QE34)",APO,0.2320,1.289,2.63,142.77,163.49,50.54,535,0.00785,3.05,N,23.60,,,,2461000.5
"       (2009 QF34)",AMO,0.4364,2.15,1.86,165.90,163.03,58.00,1.15e+03,0.2,77.7,N,22.60,,,,2461000.5
"       (2009 QG34)",APO,0.6506,2.753,22.16,3.06,300.46,205.72,1.67e+03,0.127,49.4,N,19.58,,,,2461000.5
"       (2009 QH34)",APO,0.5599,2.291,3.07,160.98,189.06,239.67,1.27e+03,0.00289,1.13,N,24.90,,,0.034303,2461000.5
"       (2009 QZ34)",APO,0.4300,1.773,2.40,171.69,229.84,288.92,863,0.0341,13.3,N,22.58,,,,2461000.5
"       (2009 QA35)",AMO,0.5550,2.656,12.27,335.16,340.36,275.65,1.58e+03,0.179,69.7,N,22.43,,,,2461000.5
"       (2009 QC35)",APO,0.5673,2.191,1.07,147.54,229.02,349.42,1.18e+03,0.00499,1.94,N,25.40,,,,2461000.5
"       (2009 QC36)",APO,0.3876,1.493,6.81,186.28,89.97,349.48,667,0.0745,29,N,22.21,,,,2461000.5
"       (2009 RH)",APO,0.3062,1.246,3.57,165.95,264.55,313.58,508,0.0198,7.69,N,23.80,,,,2455090.5
"       (2009 RM)",AMO,0.5534,2.788,8.00,348.44,324.86,175.59,1.7e+03,0.245,95.3,N,18.22,,,,2461000.5
"       (2009 RN)",AMO,0.6185,2.828,3.41,93.18,310.43,130.21,1.74e+03,0.0992,38.6,N,19.98,,,,2461000.5
"       (2009 RR)",APO,0.4645,1.4,6.07,174.30,257.19,326.62,605,0.00257,1,N,25.50,,,,2455087.5
"       (2009 RD1)",AMO,0.5416,2.568,2.10,353.42,0.91,331.03,1.5e+03,0.171,66.6,N,20.50,,,,2461000.5
"       (2009 RT1)",AMO,0.1059,1.155,4.15,159.61,136.47,54.12,453,0.0367,14.3,N,23.70,,,,2461000.5
"       (2009 RU1)",APO,0.3806,1.353,0.85,300.45,330.32,144.13,575,0.0092,3.58,N,24.20,,,,2461000.5
"       (2009 RV1)",APO,0.6374,2.698,1.89,1.96,56.51,223.70,1.62e+03,0.0212,8.23,Y,21.90,,,,2461000.5
"       (2009 RG2)",APO,0.3740,1.557,3.06,353.94,37.83,343.19,710,0.0102,3.99,N,25.70,,,,2455090.5
"       (2009 RH2)",AMO,0.4849,2.366,5.81,0.24,348.85,158.84,1.33e+03,0.213,82.7,N,21.40,,,,2461000.5
"       (2009 RY3)",APO,0.4734,1.055,27.91,169.30,65.93,61.77,396,0.00497,1.93,N,24.60,,,,2455090.5
"       (2009 RZ3)",APO,0.6747,2.211,52.67,344.66,114.21,301.68,1.2e+03,0.0426,16.6,Y,18.82,,,,2461000.5
"       (2009 RA4)",AMO,0.4492,2.267,6.20,358.15,345.27,269.89,1.25e+03,0.242,94,N,21.60,,,,2461000.5
"       (2009 RD4)",AMO,0.6046,2.718,22.57,8.26,10.36,208.85,1.64e+03,0.0791,30.8,N,20.48,,,,2461000.5
"       (2009 RX4)",AMO,0.1897,1.317,14.65,349.57,21.03,348.16,552,0.0714,27.8,N,26.20,,,,2455090.5
"       (2009 SA)",AMO,0.4801,2.202,14.19,177.48,166.79,3.59,1.19e+03,0.144,56.2,N,24.40,,,,2455093.5
"       (2009 SB)",APO,0.8009,2.213,5.45,215.03,271.85,302.64,1.2e+03,0.0211,8.21,Y,20.60,,,,2461000.5
"       (2009 SD)",APO,0.5676,1.737,3.05,344.33,287.05,25.02,836,0.000167,0.0651,N,25.54,,,,2455091.5
"       (2009 SF)",AMO,0.2930,1.539,30.43,353.51,14.87,352.34,697,0.0903,35.1,N,25.10,,,,2455090.5
"       (2009 SG)",AMO,0.5123,2.396,39.70,1.08,38.32,117.68,1.35e+03,0.243,94.4,N,19.56,,,,2461000.5
"       (2009 SH)",AMO,0.5650,2.462,18.90,350.67,37.23,352.32,1.41e+03,0.127,49.5,N,24.10,,,,2455093.5
"       (2009 SJ)",APO,0.2650,1.236,10.17,176.99,245.14,318.99,502,0.0198,7.7,N,25.80,,,,2455092.5
"       (2009 SK)",AMO,0.6032,2.648,0.78,341.45,23.29,358.81,1.57e+03,0.0484,18.9,N,25.10,,,,2455095.5
"       (2009 SL)",APO,0.2585,1.349,19.66,174.74,214.88,339.84,572,0.0318,12.4,N,26.70,,,,2455092.5
"       (2009 SM)",AMO,0.3367,1.772,20.64,22.03,273.52,347.27,862,0.372,145,N,19.47,,,,2461000.5
"       (2009 SN)",APO,0.3219,1.428,26.47,344.66,37.75,345.72,623,0.0119,4.65,Y,21.70,,,,2455092.5
"       (2009 SP)",AMO,0.4950,2.219,25.27,177.94,256.33,289.77,1.21e+03,0.347,135,N,19.40,0.485,0.119,,2461000.5
"       (2009 SQ)",APO,0.8607,2.71,34.33,340.40,140.99,212.46,1.63e+03,0.28,109,N,19.05,,,,2461000.5
"       (2009 SS)",ATE,0.2012,0.9076,9.53,350.55,162.17,210.98,316,0.063,24.5,N,26.70,,,,2455091.5
"       (2009 SU)",AMO,0.4986,2.298,9.00,176.42,144.89,238.86,1.27e+03,0.163,63.4,N,22.78,,,,2461000.5
"       (2009 SW)",AMO,0.4376,2.019,6.99,190.99,204.07,214.05,1.05e+03,0.148,57.4,N,22.10,,,,2461000.5
"       (2009 SY)",APO,0.4409,1.251,14.68,176.19,57.65,269.83,511,0.107,41.8,N,22.99,,,,2461000.5
"       (2009 SC1)",APO,0.5023,1.747,7.57,179.73,108.34,23.81,843,0.0379,14.7,N,24.60,,,,2455094.5
"       (2009 SD1)",APO,0.5070,1.724,32.10,1.07,61.84,339.50,827,0.0252,9.81,N,22.30,,,,2455094.5
"       (2009 SH1)",APO,0.2447,1.196,3.30,354.93,294.79,41.81,478,0.00394,1.53,N,29.42,,,,2455092.5
"       (2009 SJ1)",AMO,0.3510,1.576,11.62,354.81,339.92,70.45,723,0.0304,11.8,N,26.00,,,,2461000.5
"       (2009 SL1)",APO,0.4940,1.931,8.51,174.55,124.95,17.96,980,0.0595,23.2,N,24.39,,,,2455092.5
"       (2009 SM1)",AMO,0.5029,2.193,0.40,323.11,8.97,7.61,1.19e+03,0.0791,30.8,N,25.00,,,,2455095.5
"       (2009 SN1)",AMO,0.4767,1.954,4.14,357.56,33.70,349.73,998,0.0417,16.2,N,25.70,,,,2455096.5
"       (2009 SW1)",APO,0.5676,2.113,2.06,316.71,347.72,109.87,1.12e+03,0.0179,6.96,N,23.70,,,,2461000.5
"       (2009 SE2)",AMO,0.5164,2.596,6.40,171.91,154.82,7.99,1.53e+03,0.249,96.9,N,23.01,,,,2455093.5
"       (2009 SF2)",AMO,0.4474,2.252,6.40,333.97,60.61,272.83,1.23e+03,0.271,105,N,20.80,,,,2461000.5
"       (2009 SH2)",ATE,0.0942,0.9912,6.81,6.66,101.75,30.72,360,0.000234,0.0911,N,24.90,,,1.26,2461000.5
"       (2009 SJ2)",AMO,0.5126,2.535,12.39,355.32,356.01,1.10,1.47e+03,0.23,89.6,N,23.70,,,,2455093.5
"       (2009 SL2)",APO,0.2490,1.046,23.74,4.93,224.65,136.26,391,0.152,59.3,N,22.30,,,,2461000.5
"       (2009 SB15)",APO,0.6801,2.045,4.19,313.46,170.02,149.35,1.07e+03,0.0697,27.1,N,20.60,,,,2461000.5
"       (2009 SD15)",APO,0.6252,2.338,2.89,357.05,303.47,11.58,1.31e+03,0.00706,2.75,N,26.90,,,,2455094.5
"       (2009 SH15)",APO,0.4534,1.83,9.75,358.94,22.83,181.63,904,0.0182,7.1,N,24.50,,,0.033,2461000.5
"       (2009 SJ15)",AMO,0.2553,1.379,18.38,177.97,212.71,342.98,591,0.0544,21.2,N,23.33,,,,2455096.5
"       (2009 SK15)",APO,0.1018,1.125,16.24,358.78,22.43,179.75,436,0.0131,5.08,N,25.30,,,,2461000.5
"       (2009 SV17)",AMO,0.5850,2.707,3.44,322.37,125.99,200.64,1.63e+03,0.149,57.8,N,19.61,,,17.34,2461000.5
"       (2009 SW17)",APO,0.5982,2.013,8.40,42.43,42.21,215.08,1.04e+03,0.0418,16.3,Y,19.88,,,,2461000.5
"       (2009 SX17)",AMO,0.5407,2.338,1.40,304.17,60.47,185.91,1.31e+03,0.0739,28.8,N,24.20,,,,2461000.5
"       (2009 SG18)",APO,0.6737,3.039,57.83,177.38,204.63,9.09,1.94e+03,0.0242,9.41,Y,17.60,,,,2461000.5
"       (2009 SJ18)",ATE,0.1106,0.9451,12.57,0.33,172.99,44.14,336,0.0448,17.4,N,24.60,,,,2461000.5
"       (2009 SV19)",AMO,0.5290,2.206,5.24,357.38,8.85,358.38,1.2e+03,0.0375,14.6,N,26.00,,,,2455098.5
"       (2009 SW19)",APO,0.3277,1.263,62.90,184.02,38.44,251.32,518,0.0998,38.8,N,19.61,,,,2461000.5
"       (2009 SY63)",AMO,0.9407,19.72,0.79,347.44,285.56,63.25,3.2e+04,,,,20.21,,,,2460600.5
"       (2009 SM98)",APO,0.7006,2.432,7.50,166.97,110.84,15.72,1.39e+03,0.00375,1.46,N,22.30,,,,2455104.5
"       (2009 SO98)",APO,0.1886,1.22,18.46,4.98,43.68,327.48,492,0.0311,12.1,N,24.30,,,,2461000.5
"       (2009 SZ99)",ATE,0.2145,0.8148,21.33,338.03,147.56,239.48,269,0.0581,22.6,N,19.32,,,,2461000.5
"       (2009 SA100)",APO,0.2864,1.145,3.82,160.53,110.04,131.77,448,0.0125,4.88,N,23.90,,,,2461000.5
"       (2009 SB100)",AMO,0.4389,1.881,6.72,191.28,170.29,94.86,942,0.0551,21.4,N,23.70,,,,2461000.5
"       (2009 SC100)",AMO,0.5870,2.502,13.90,1.98,37.98,352.54,1.45e+03,0.0905,35.2,N,23.60,,,,2455103.5
"       (2009 SN103)",APO,0.2653,1.299,3.59,5.60,39.56,303.34,541,8.05e-05,0.0313,N,27.60,,,0.037,2461000.5
"       (2009 SQ103)",AMO,0.5319,2.276,8.15,2.37,331.40,260.06,1.25e+03,0.0776,30.2,N,25.00,,,,2461000.5
"       (2009 SR103)",APO,0.3613,1.484,10.43,0.21,59.28,333.61,660,0.0527,20.5,N,25.20,,,,2455101.5
"       (2009 SS103)",APO,0.2617,1.042,23.86,358.96,159.23,221.70,389,0.214,83.1,N,22.50,,,,2455100.5
"       (2009 SK104)",AMO,0.6062,2.79,4.19,323.11,291.82,223.42,1.7e+03,0.108,42.2,N,19.51,,,34.66,2461000.5
"       (2009 SL104)",APO,0.4450,1.789,2.82,296.53,106.17,254.41,874,0.0445,17.3,N,23.40,,,,2461000.5
"       (2009 SM104)",ATE,0.3673,0.9814,9.67,0.78,139.01,122.74,355,0.067,26.1,N,23.60,,,,2461000.5
"       (2009 SN104)",AMO,0.4747,2.187,8.80,168.32,148.54,13.43,1.18e+03,0.154,60.1,N,22.43,,,,2455100.5
"       (2009 SO104)",AMO,0.1766,1.295,21.25,4.45,341.84,11.80,538,0.0711,27.7,N,26.00,,,,2455101.5
"       (2009 SP104)",APO,0.5326,1.09,4.75,177.78,66.74,55.89,416,0.00197,0.766,N,26.70,,,,2455101.5
"       (2009 SR104)",APO,0.5497,2.152,13.07,5.38,316.23,10.99,1.15e+03,0.0468,18.2,N,25.40,,,,2455101.5
"       (2009 SS104)",AMO,0.5109,2.611,16.43,187.43,198.85,293.52,1.54e+03,0.288,112,N,21.00,,,,2461000.5
"       (2009 ST104)",APO,0.5679,1.946,8.38,179.25,253.76,341.08,991,0.0423,16.5,N,25.30,,,,2455101.5
"       (2009 SU104)",APO,0.6971,2.481,1.13,347.70,90.06,36.42,1.43e+03,0.00779,3.03,N,25.57,,,,2461000.5
"       (2009 SB170)",APO,0.7424,1.345,29.73,189.70,45.08,181.12,570,0.0995,38.7,N,20.82,,,,2461000.5
"       (2009 SC170)",APO,0.3027,1.417,3.37,8.62,325.88,16.25,616,0.0113,4.4,N,28.00,,,,2455102.5
"       (2009 SQ171)",AMO,0.2915,1.527,7.61,186.00,176.55,1.57,689,0.0799,31.1,N,25.70,,,,2455103.5
"       (2009 SR171)",APO,0.2715,1.203,16.50,4.65,80.09,310.01,482,0.0474,18.4,N,26.00,,,,2455103.5
"       (2009 SS171)",AMO,0.3339,1.638,16.15,185.72,199.75,351.05,766,0.103,40.1,N,24.80,,,,2455104.5
"       (2009 ST171)",APO,0.6082,2.585,3.74,186.60,205.90,354.72,1.52e+03,0.0282,11,N,26.80,,,,2455103.5
"       (2009 SU171)",APO,0.4862,1.218,10.47,10.54,241.71,55.19,491,0.0582,22.6,N,23.61,,,,2455103.5
"       (2009 SV171)",AMO,0.5863,2.639,12.92,208.90,233.68,263.62,1.57e+03,0.182,70.9,N,19.66,,,,2461000.5
"       (2009 SW171)",AMO,0.2334,1.331,3.06,187.97,150.23,201.99,561,0.0243,9.45,N,26.10,,,,2461000.5
"       (2009 SQ172)",AMO,0.4989,2.576,28.31,138.82,253.04,318.79,1.51e+03,0.499,194,N,18.65,,,,2461000.5
"       (2009 SS172)",APO,0.3581,1.57,15.10,1.56,312.92,100.08,718,0.0745,29,N,23.40,,,,2461000.5
"       (2009 TB)",APO,0.6603,2.564,8.20,7.99,312.27,8.27,1.5e+03,0.000126,0.0489,N,29.20,,,,2455106.5
"       (2009 TJ)",APO,0.5904,2.065,4.84,34.49,36.49,346.62,1.08e+03,0.0245,9.53,N,22.70,,,,2455113.5
"       (2009 TP)",APO,0.2240,1.029,0.79,15.21,103.45,77.04,381,0.00205,0.798,N,23.60,,,,2461000.5
"       (2009 TQ)",APO,0.2359,1.256,12.89,16.27,46.74,133.94,514,0.019,7.39,N,25.90,,,,2461000.5
"       (2009 TS)",APO,0.4636,1.817,8.48,14.37,35.14,197.56,895,0.0233,9.06,N,25.50,,,,2461000.5
"       (2009 TT)",APO,0.5685,2.334,11.42,199.57,204.28,181.40,1.3e+03,0.036,14,N,25.10,,,,2461000.5
"       (2009 TU)",APO,0.5587,1.726,1.56,198.71,106.50,59.96,829,0.00153,0.597,N,27.30,,,,2461000.5
"       (2009 TA1)",APO,0.6633,2.292,12.35,203.92,271.85,212.75,1.27e+03,0.0803,31.2,N,20.10,,,,2461000.5
"       (2009 TJ4)",APO,0.1249,1.09,9.23,201.36,249.10,358.22,416,0.0254,9.89,N,26.10,,,,2461000.5
"       (2009 TL4)",AMO,0.3876,1.854,6.48,212.09,160.48,137.20,922,0.141,54.9,N,21.50,,,,2461000.5
"       (2009 TV4)",AMO,0.3697,1.69,7.59,354.05,14.61,4.97,802,0.0664,25.8,N,23.40,,,,2455121.5
"       (2009 TS7)",APO,0.6144,2.249,4.53,260.50,40.64,19.77,1.23e+03,0.0153,5.95,N,23.00,,,,2455120.5
"       (2009 TC8)",APO,0.5240,2.024,14.95,248.89,356.80,287.93,1.05e+03,0.0514,20,N,18.85,,,,2461000.5
"       (2009 TD8)",ATE,0.2453,0.8834,5.08,20.13,147.43,11.60,303,0.0215,8.37,N,26.90,,,,2461000.5
"       (2009 TF8)",APO,0.4014,1.633,4.35,201.44,210.99,348.27,762,0.0115,4.48,N,26.50,,,,2455120.5
"       (2009 TH8)",APO,0.5916,2.046,4.91,30.71,50.22,167.96,1.07e+03,0.00765,2.98,N,24.90,,,,2461000.5
"       (2009 TK8)",ATE,0.3403,0.9294,21.16,29.23,222.27,90.68,327,0.0737,28.7,N,20.17,,,,2461000.5
"       (2009 TL8)",AMO,0.5609,2.454,4.11,293.76,71.42,70.22,1.4e+03,0.102,39.5,N,22.20,,,,2461000.5
"       (2009 TM8)",APO,0.4061,1.552,2.47,205.39,220.85,88.01,706,0.00115,0.449,N,28.40,,,0.012,2461000.5
"       (2009 TN8)",AMO,0.3266,1.538,13.43,203.87,197.22,149.04,697,0.049,19.1,N,24.20,,,,2461000.5
"       (2009 TO8)",APO,0.5400,2.033,4.69,29.14,36.43,348.82,1.06e+03,0.00329,1.28,N,26.10,,,0.156,2455121.5
"       (2009 TP8)",AMO,0.1751,1.283,13.48,203.99,172.22,3.93,531,0.0628,24.4,N,26.20,,,,2455119.5
"       (2009 TQ8)",APO,0.4207,1.281,13.55,24.95,95.65,311.04,530,0.00385,1.5,N,24.30,,,,2455121.5
"       (2009 TE10)",APO,0.2493,1.012,44.74,218.28,346.48,25.82,372,0.244,95.1,N,18.80,,,,2461000.5
"       (2009 TF10)",AMO,0.3432,1.665,5.27,204.87,202.06,163.77,785,0.107,41.5,N,22.18,,,,2461000.5
"       (2009 TM10)",AMO,0.4676,2.436,2.79,130.81,284.68,73.52,1.39e+03,0.313,122,N,19.50,,,,2461000.5
"       (2009 TK12)",APO,0.5845,1.695,3.84,245.51,245.54,67.99,806,0.0134,5.21,Y,20.70,,,4.167,2461000.5
"       (2009 TD17)",APO,0.2200,1.127,0.08,217.76,83.27,221.69,437,0.000179,0.0697,N,27.70,,,,2461000.5
"       (2009 UA)",AMO,0.3769,1.705,4.20,342.63,34.08,2.53,813,0.0721,28.1,N,23.70,,,,2455122.5
"       (2009 UB)",APO,0.2915,1.339,3.55,21.70,300.26,34.50,566,0.0195,7.57,N,25.50,,,,2455121.5
"       (2009 UC)",ATE,0.3474,0.7597,24.78,22.35,185.45,278.47,242,0.0236,9.18,N,26.60,,,,2461000.5
"       (2009 UD)",APO,0.1216,1.039,4.41,203.68,261.81,1.50,387,0.00583,2.27,N,27.20,,,0.023246,2461000.5
"       (2009 UE)",APO,0.5062,1.991,3.79,29.50,9.31,260.67,1.03e+03,0.00596,2.32,N,25.37,,,,2461000.5
"       (2009 UF)",APO,0.4241,1.754,28.90,20.74,314.31,19.63,848,0.0998,38.8,N,22.60,,,,2455124.5
"       (2009 UG)",ATE,0.3754,0.788,5.02,13.69,201.89,147.13,256,0.0121,4.71,N,23.50,,,5.88,2461000.5
"       (2009 UJ)",APO,0.6616,2.602,7.29,24.59,51.37,351.22,1.53e+03,0.0137,5.34,N,26.10,,,,2455122.5
"       (2009 UL)",APO,0.4225,1.254,14.05,194.28,312.26,285.72,513,0.135,52.4,N,22.20,,,,2455124.5
"       (2009 UM)",APO,0.3710,1.069,18.24,37.10,218.05,312.32,404,0.175,68.2,N,21.05,,,,2461000.5
"       (2009 UN)",AMO,0.5881,2.837,2.36,34.72,7.12,126.38,1.75e+03,0.176,68.7,N,21.37,,,,2461000.5
"       (2009 UQ)",APO,0.5349,1.785,14.51,8.67,306.05,289.94,871,0.0187,7.29,Y,21.70,,,,2461000.5
"       (2009 UK1)",APO,0.5685,2.193,0.57,11.15,45.82,352.59,1.19e+03,0.00266,1.03,N,26.20,,,,2455122.5
"       (2009 UL1)",APO,0.4314,1.352,33.52,201.32,272.10,42.46,574,0.0636,24.8,N,23.50,,,,2461000.5
"       (2009 UM1)",ATE,0.5960,0.9613,8.73,193.63,334.07,278.60,344,0.0629,24.5,N,23.49,,,,2455124.5
"       (2009 UN1)",AMO,0.5589,2.419,1.49,1.43,39.86,97.41,1.37e+03,0.0766,29.8,N,25.30,,,,2461000.5
"       (2009 UO1)",APO,0.4716,1.522,4.02,207.53,107.23,27.83,686,0.0073,2.84,N,24.49,,,,2455123.5
"       (2009 UU1)",APO,0.3311,1.194,11.65,29.40,79.44,74.77,476,0.00395,1.54,N,24.70,,,0.12367,2461000.5
"       (2009 UD2)",APO,0.3228,1.393,3.84,2.53,107.08,230.31,600,0.0378,14.7,N,22.20,,,,2461000.5
"       (2009 UE2)",APO,0.4580,1.501,7.66,324.62,156.76,214.51,672,0.0848,33,N,20.43,,,,2461000.5
"       (2009 UF2)",AMO,0.6370,2.821,2.51,161.14,253.91,134.29,1.73e+03,0.0544,21.2,N,24.40,,,,2461000.5
"       (2009 UW2)",AMO,0.5706,2.48,12.61,190.88,225.54,34.92,1.43e+03,0.134,52.3,N,20.10,,,,2461000.5
"       (2009 UO3)",AMO,0.5813,2.452,8.53,23.96,0.34,1.11,1.4e+03,0.0302,11.7,N,23.00,,,0.8150833,2455128.5
"       (2009 UJ5)",APO,0.5861,2.419,8.06,27.84,345.46,102.25,1.37e+03,0.0141,5.48,N,25.30,,,,2461000.5
"       (2009 UP5)",AMO,0.3470,1.814,33.88,16.59,355.24,210.47,892,0.186,72.5,N,19.30,,,,2461000.5
"       (2009 UQ5)",AMO,0.4682,2.072,3.36,217.30,188.85,132.24,1.09e+03,0.111,43.3,N,24.20,,,,2461000.5
"       (2009 UR5)",ATE,0.3662,0.7731,6.57,215.43,345.65,197.09,248,0.0238,9.27,N,25.70,,,,2455126.5
"       (2009 UJ14)",AMO,0.6815,3.316,59.82,209.79,102.79,252.94,2.21e+03,0.436,170,N,20.51,,,,2461000.5
"       (2009 UK14)",APO,0.4664,1.748,2.17,26.17,52.87,327.38,844,0.011,4.29,N,25.50,,,,2461000.5
"       (2009 UY17)",ATE,0.3163,0.8186,42.06,202.06,30.58,32.83,271,0.0142,5.52,Y,20.92,,,,2461000.5
"       (2009 UZ17)",APO,0.6266,2.426,4.29,152.88,192.70,97.09,1.38e+03,0.0386,15,N,22.40,,,,2461000.5
"       (2009 UB19)",AMO,0.4533,1.931,2.53,208.63,150.38,11.53,980,0.0568,22.1,N,23.30,,,,2455134.5
"       (2009 UC19)",APO,0.2980,1.081,11.02,211.96,81.95,172.08,410,0.0167,6.52,N,25.20,,,,2461000.5
"       (2009 UD19)",APO,0.4168,1.67,3.57,204.71,241.43,343.13,788,0.0394,15.3,N,24.00,,,,2455139.5
"       (2009 UE19)",AMO,0.5378,2.635,20.00,42.23,349.25,275.35,1.56e+03,0.229,89.3,N,20.49,,,,2461000.5
"       (2009 US19)",APO,0.4716,1.75,10.11,211.74,229.39,341.98,845,0.027,10.5,N,23.40,,,,2455129.5
"       (2009 UT19)",ATE,0.6569,0.8897,9.53,212.64,328.29,265.86,307,0.0282,11,N,22.60,,,,2455129.5
"       (2009 UU19)",AMO,0.2377,1.465,17.47,207.89,154.89,16.90,648,0.136,52.9,N,24.80,,,,2455129.5
"       (2009 UV19)",APO,0.4146,1.709,1.85,58.27,280.17,21.50,816,0.0298,11.6,N,24.80,,,,2455129.5
"       (2009 UW19)",APO,0.4067,1.654,25.95,37.82,296.94,26.22,777,0.139,54.2,N,23.20,,,,2455130.5
"       (2009 UX19)",APO,0.8324,1.255,16.01,60.74,100.96,118.90,513,0.159,62,N,18.89,,,,2461000.5
"       (2009 UY19)",APO,0.0308,1.023,9.05,33.01,99.96,92.19,378,0.01,3.9,N,23.43,0.105,0.063,,2461000.5
"       (2009 UZ19)",APO,0.3800,1.628,5.26,35.19,4.71,357.57,758,0.0166,6.45,N,26.20,,,,2455131.5
"       (2009 UK20)",APO,0.2072,1.053,2.84,215.85,277.56,231.66,395,0.00682,2.65,N,26.30,,,,2461000.5
"       (2009 UL20)",AMO,0.5524,2.465,2.05,194.63,170.52,61.23,1.41e+03,0.101,39.2,N,23.90,,,,2461000.5
"       (2009 UK28)",AMO,0.4089,2.178,27.44,52.59,330.45,4.96,1.17e+03,0.331,129,N,19.78,,,,2461000.5
"       (2009 UL28)",APO,0.5334,2.028,2.87,206.42,235.02,346.46,1.06e+03,0.0211,8.23,N,24.86,,,,2455130.5
"       (2009 UM28)",AMO,0.4312,1.888,8.77,32.64,9.95,64.97,947,0.0828,32.2,N,23.68,,,,2461000.5
"       (2009 US87)",AMO,0.2397,1.64,0.54,104.68,323.11,217.66,767,0.261,101,N,22.01,,,,2461000.5
"       (2009 UT87)",AMO,0.5721,2.584,8.81,35.17,331.97,315.65,1.52e+03,0.123,48,N,22.90,,,,2461000.5
"       (2009 UU87)",APO,0.3964,1.68,16.98,216.36,207.41,348.24,795,0.0503,19.6,N,25.50,,,,2455131.5
"       (2009 UV87)",AMO,0.5818,2.53,10.56,213.39,179.76,0.12,1.47e+03,0.0638,24.8,N,24.80,,,,2455132.5
"       (2009 UW87)",APO,0.5461,1.959,1.38,210.54,233.16,346.66,1e+03,0.0033,1.28,N,28.00,,,,2455132.5
"       (2009 UX87)",APO,0.1139,1.096,12.91,35.21,57.30,312.10,419,0.0244,9.51,N,25.30,,,,2461000.5
"       (2009 UY87)",APO,0.6836,2.208,8.03,353.62,136.32,306.88,1.2e+03,0.0717,27.9,N,19.48,,,,2461000.5
"       (2009 UZ87)",ATE,0.1886,0.9232,3.78,218.37,45.09,150.22,324,0.0117,4.54,N,25.90,,,,2461000.5
"       (2009 VA)",APO,0.3574,1.428,7.54,224.54,223.99,338.95,623,0.000131,0.0509,N,28.58,,,,2455141.5
"       (2009 VP)",APO,0.3319,1.374,21.64,48.31,291.96,18.70,588,0.0768,29.9,N,22.70,,,,2461000.5
"       (2009 VQ)",APO,0.5825,2.424,4.76,44.05,353.79,92.24,1.38e+03,0.0206,8.01,N,26.30,,,,2461000.5
"       (2009 VR)",APO,0.3973,1.575,5.10,45.57,41.11,343.36,722,0.0138,5.36,N,28.10,,,,2455144.5
"       (2009 VS)",APO,0.3350,1.291,14.02,227.33,105.62,40.53,536,0.0375,14.6,N,24.90,,,,2455145.5
"       (2009 VT)",APO,0.3995,1.37,3.40,214.60,300.32,297.36,586,0.0101,3.92,N,22.25,,,,2461000.5
